Občina,Površina [km²],Število prebivalcev,AMBROŽIČ,BABIČ,BAJC,BERGANT,BEVC,BEZJAK,BIZJAK,BLATNIK,BLAŽIČ,BOGATAJ,BOŽIČ,BREGAR,BREZNIK,BUKOVEC,BUČAR,CERAR,CVETKO,DEBELJAK,DEMŠAR,DOLENC,DOLINAR,DOLINŠEK,ERJAVEC,ERŽEN,FILIPIČ,FRAS,FURLAN,GAJŠEK,GODEC,GOLOB,GOMBOC,GORENC,GORIŠEK,GORJUP,GREGORIČ,GRUDEN,HAFNER,HORVAT,HOZJAN,HOČEVAR,HREN,HRIBAR,HRIBERNIK,HROVAT,HUMAR,IVANČIČ,JAMNIK,JANEŽIČ,JARC,JAVORNIK,JAZBEC,JELEN,JENKO,JEREB,JERIČ,JERMAN,JUG,KALAN,KASTELIC,KAUČIČ,KAVČIČ,KLEMENČIČ,KNEZ,KOBAL,KOCJAN,KOCJANČIČ,KODRIČ,KOGOVŠEK,KOKALJ,KOKOL,KOLAR,KOLARIČ,KOLENC,KOREN,KOROŠEC,KOS,KOSI,KOTNIK,KOVAČ,KOVAČIČ,KOČEVAR,KOŠIR,KOŽELJ,KRAJNC,KRALJ,KRAMAR,KRAMBERGER,KRANJC,KRANJEC,KRAŠOVEC,KRISTAN,KRIVEC,KUHAR,KUMER,LAH,LAVRIČ,LAZAR,LEBAN,LEBAR,LESJAK,LESKOVAR,LEŠNIK,LIKAR,LOGAR,MAJCEN,MARKOVIČ,MAROLT,MAVRIČ,MAČEK,MEDVED,MEGLIČ,MESARIČ,MIHELIČ,MIKLAVČIČ,MIKLIČ,MLAKAR,MLINAR,MLINARIČ,MOHORIČ,MOČNIK,MRAK,NEMEC,NOVAK,OBLAK,PAPEŽ,PAVLIN,PAVLIČ,PERKO,PETEK,PETRIČ,PETROVIČ,PEČNIK,PINTAR,PINTARIČ,PIRC,PIRNAT,PODGORŠEK,POGAČNIK,POTOČNIK,POVŠE,PRIMOŽIČ,PUŠNIK,RAJH,RAMŠAK,RESNIK,RIBIČ,ROZMAN,ROŽIČ,ROŽMAN,RUPNIK,RUS,RUTAR,SEVER,SIMONIČ,SITAR,SKOK,STOPAR,SUŠNIK,TAVČAR,TOMAŽIČ,TOMŠIČ,TOPLAK,TRATNIK,TRČEK,TURK,URŠIČ,VESEL,VIDIC,VIDMAR,VIDOVIČ,VODOPIVEC,VOLK,VOVK,ZADRAVEC,ZAJC,ZAKRAJŠEK,ZALAR,ZALOKAR,ZALOŽNIK,ZEMLJIČ,ZORKO,ZORMAN,ZUPAN,ZUPANC,ZUPANČIČ,ZVER,ČEH,ČERNE,ČUK,ŠINKOVEC,ŠMID,ŠTRUKELJ,ŠULIGOJ,ŠUŠTAR,ŠUŠTERŠIČ,ŽAGAR,ŽELEZNIK,ŽIBERT,ŽIŽEK,ŽNIDARŠIČ
Hrastnik,58.5,9113.0,0.0,10.0,0.0,0.0,5.0,1.0,2.0,4.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,3.0,2.0,2.0,0.0,4.0,0.0,0.0,13.0,5.0,0.0,5.0,2.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,6.0,1.0,0.0,5.0,0.0,1.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,5.0,3.0,0.0,3.0,0.0,3.0,22.0,2.0,0.0,3.0,0.0,7.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,4.0,1.0,4.0,5.0,0.0,0.0,6.0,2.0,0.0,0.0,5.0,11.0,5.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,5.0,1.0,8.0,4.0,1.0,0.0,13.0,4.0,0.0,3.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,2.0,6.0,17.0,0.0,16.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,6.0,0.0,8.0,12.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,1.0,1.0,0.0
Hrpelje - Kozina,192.2,4604.0,0.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,1.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Idrija,293.6,11811.0,0.0,1.0,4.0,0.0,0.0,0.0,34.0,0.0,0.0,21.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1.0,2.0,0.0,50.0,19.0,7.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,0.0,2.0,0.0,1.0,0.0,0.0,54.0,13.0,0.0,9.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,6.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,7.0,0.0,0.0,12.0,4.0,0.0,2.0,0.0,0.0,76.0,12.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,11.0,0.0,21.0,16.0,0.0,34.0,12.0,21.0,0.0,24.0,6.0,0.0,0.0,0.0,0.0,1.0,26.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,0.0,3.0,3.0,1.0,0.0,13.0,0.0,0.0,4.0,0.0,0.0,1.0,36.0,10.0,2.0,14.0,0.0,2.0,43.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,24.0,1.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Ig,98.7,7617.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,5.0,1.0,1.0,0.0,3.0,6.0,1.0,1.0,1.0,6.0,3.0,0.0,0.0,2.0,1.0,1.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,7.0,0.0,3.0,0.0,1.0,7.0,9.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,8.0,6.0,2.0,2.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,0.0,3.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,8.0,0.0,1.0,6.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,3.0,1.0,0.0,4.0,1.0,0.0,2.0,2.0,1.0,8.0,1.0,3.0,0.0,2.0,0.0,7.0,0.0,2.0,2.0,0.0,5.0,0.0,1.0,0.0,4.0,0.0,0.0,5.0,19.0,5.0,1.0,0.0,5.0
Ilirska Bistrica,480.0,13297.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,20.0,0.0,5.0,0.0,1.0,0.0,1.0,47.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,1.0,2.0,0.0,2.0,2.0,8.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,1.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,41.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,0.0,16.0,15.0,1.0,1.0,44.0,84.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,2.0,30.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,2.0,0.0,7.0
Ivančna Gorica,227.0,17008.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,40.0,0.0,1.0,3.0,35.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,55.0,2.0,0.0,0.0,3.0,0.0,21.0,2.0,1.0,3.0,12.0,0.0,10.0,0.0,0.0,9.0,0.0,56.0,4.0,19.0,0.0,48.0,0.0,1.0,8.0,23.0,3.0,2.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,138.0,0.0,1.0,25.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,1.0,1.0,12.0,32.0,0.0,5.0,16.0,0.0,26.0,3.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,0.0,8.0,0.0,0.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,28.0,0.0,3.0,5.0,32.0,1.0,0.0,1.0,26.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,2.0,16.0,2.0,0.0,33.0,4.0,7.0,0.0,1.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,38.0,2.0,23.0,1.0,0.0,0.0,7.0,0.0,0.0,7.0,6.0,0.0,1.0,1.0,11.0,6.0,1.0,9.0,19.0,0.0,2.0,3.0,4.0,3.0,38.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,9.0,88.0,0.0,2.0,3.0,1.0,15.0,0.0,0.0,1.0,2.0,6.0,1.0,0.0,1.0,2.0,14.0
Izola,28.5,16487.0,3.0,18.0,2.0,1.0,1.0,0.0,8.0,0.0,2.0,0.0,41.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,9.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,14.0,4.0,1.0,5.0,0.0,6.0,1.0,2.0,1.0,2.0,3.0,15.0,1.0,2.0,0.0,1.0,1.0,0.0,4.0,3.0,0.0,22.0,2.0,1.0,3.0,0.0,2.0,1.0,10.0,7.0,2.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,2.0,0.0,0.0,8.0,13.0,2.0,2.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,6.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,6.0,0.0,5.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,4.0,1.0,13.0,7.0,0.0,0.0,6.0,1.0,0.0,7.0,14.0,4.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,4.0,0.0,4.0,4.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0
Jesenice,75.8,21758.0,6.0,3.0,0.0,8.0,0.0,0.0,11.0,4.0,4.0,3.0,6.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,4.0,4.0,3.0,4.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,5.0,8.0,0.0,4.0,1.0,20.0,0.0,11.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,1.0,1.0,7.0,12.0,3.0,0.0,12.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,5.0,0.0,2.0,0.0,1.0,7.0,3.0,8.0,0.0,1.0,11.0,4.0,3.0,21.0,6.0,2.0,8.0,6.0,0.0,0.0,2.0,8.0,11.0,3.0,1.0,0.0,6.0,1.0,4.0,4.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,6.0,1.0,2.0,0.0,1.0,1.0,0.0,5.0,4.0,1.0,19.0,0.0,0.0,4.0,11.0,7.0,1.0,33.0,14.0,0.0,2.0,4.0,3.0,0.0,1.0,5.0,0.0,4.0,0.0,5.0,1.0,5.0,7.0,6.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,13.0,16.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,3.0,4.0,4.0,1.0,2.0,0.0,3.0,4.0,1.0,5.0,1.0,8.0,16.0,4.0,2.0,1.0,10.0,0.0,4.0,2.0,0.0,5.0,0.0,0.0,4.0,9.0,20.0,4.0,22.0,0.0,7.0,10.0,0.0,0.0,12.0,0.0,3.0,2.0,2.0,12.0,2.0,1.0,0.0,3.0
Jezersko,68.8,625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Juršinci,36.2,2501.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,9.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,25.0,0.0,0.0,4.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Kamnik,265.6,29925.0,2.0,0.0,1.0,25.0,2.0,2.0,15.0,4.0,3.0,4.0,8.0,1.0,13.0,1.0,0.0,12.0,2.0,0.0,0.0,4.0,0.0,23.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,90.0,0.0,1.0,1.0,5.0,2.0,1.0,4.0,14.0,0.0,22.0,5.0,128.0,10.0,8.0,20.0,2.0,3.0,14.0,1.0,4.0,0.0,2.0,5.0,3.0,8.0,13.0,2.0,2.0,5.0,0.0,10.0,2.0,4.0,0.0,3.0,0.0,1.0,1.0,4.0,0.0,10.0,0.0,2.0,2.0,30.0,7.0,0.0,50.0,5.0,13.0,2.0,12.0,26.0,3.0,11.0,8.0,0.0,1.0,6.0,0.0,2.0,4.0,25.0,3.0,6.0,8.0,3.0,4.0,0.0,4.0,0.0,1.0,0.0,2.0,1.0,5.0,1.0,5.0,8.0,4.0,1.0,1.0,14.0,2.0,3.0,23.0,3.0,0.0,2.0,23.0,3.0,1.0,50.0,5.0,2.0,2.0,30.0,5.0,21.0,3.0,1.0,2.0,4.0,0.0,27.0,0.0,9.0,4.0,27.0,5.0,4.0,2.0,0.0,1.0,29.0,2.0,8.0,1.0,0.0,2.0,2.0,8.0,1.0,0.0,34.0,4.0,0.0,54.0,1.0,0.0,10.0,1.0,5.0,2.0,6.0,40.0,1.0,4.0,16.0,1.0,0.0,2.0,1.0,0.0,15.0,3.0,2.0,2.0,0.0,2.0,1.0,4.0,10.0,6.0,10.0,2.0,1.0,1.0,2.0,6.0,0.0,3.0,1.0,50.0,0.0,19.0,15.0,22.0,1.0,1.0
Kanal,146.5,5291.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,9.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,9.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Kidričevo,71.5,6619.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,7.0,7.0,0.0,3.0,8.0,2.0,1.0,7.0,0.0,14.0,2.0,1.0,0.0,21.0,3.0,0.0,8.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,17.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,32.0,0.0,7.0,1.0,0.0,0.0,12.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,1.0,2.0,1.0,2.0,0.0,9.0,0.0,8.0,0.0,2.0,6.0,8.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kobarid,192.7,4208.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
Kobilje,19.7,612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
