Občina,Površina [km²],Število prebivalcev,AMBROŽIČ,BABIČ,BAJC,BERGANT,BEVC,BEZJAK,BIZJAK,BLATNIK,BLAŽIČ,BOGATAJ,BOŽIČ,BREGAR,BREZNIK,BUKOVEC,BUČAR,CERAR,CVETKO,DEBELJAK,DEMŠAR,DOLENC,DOLINAR,DOLINŠEK,ERJAVEC,ERŽEN,FILIPIČ,FRAS,FURLAN,GAJŠEK,GODEC,GOLOB,GOMBOC,GORENC,GORIŠEK,GORJUP,GREGORIČ,GRUDEN,HAFNER,HORVAT,HOZJAN,HOČEVAR,HREN,HRIBAR,HRIBERNIK,HROVAT,HUMAR,IVANČIČ,JAMNIK,JANEŽIČ,JARC,JAVORNIK,JAZBEC,JELEN,JENKO,JEREB,JERIČ,JERMAN,JUG,KALAN,KASTELIC,KAUČIČ,KAVČIČ,KLEMENČIČ,KNEZ,KOBAL,KOCJAN,KOCJANČIČ,KODRIČ,KOGOVŠEK,KOKALJ,KOKOL,KOLAR,KOLARIČ,KOLENC,KOREN,KOROŠEC,KOS,KOSI,KOTNIK,KOVAČ,KOVAČIČ,KOČEVAR,KOŠIR,KOŽELJ,KRAJNC,KRALJ,KRAMAR,KRAMBERGER,KRANJC,KRANJEC,KRAŠOVEC,KRISTAN,KRIVEC,KUHAR,KUMER,LAH,LAVRIČ,LAZAR,LEBAN,LEBAR,LESJAK,LESKOVAR,LEŠNIK,LIKAR,LOGAR,MAJCEN,MARKOVIČ,MAROLT,MAVRIČ,MAČEK,MEDVED,MEGLIČ,MESARIČ,MIHELIČ,MIKLAVČIČ,MIKLIČ,MLAKAR,MLINAR,MLINARIČ,MOHORIČ,MOČNIK,MRAK,NEMEC,NOVAK,OBLAK,PAPEŽ,PAVLIN,PAVLIČ,PERKO,PETEK,PETRIČ,PETROVIČ,PEČNIK,PINTAR,PINTARIČ,PIRC,PIRNAT,PODGORŠEK,POGAČNIK,POTOČNIK,POVŠE,PRIMOŽIČ,PUŠNIK,RAJH,RAMŠAK,RESNIK,RIBIČ,ROZMAN,ROŽIČ,ROŽMAN,RUPNIK,RUS,RUTAR,SEVER,SIMONIČ,SITAR,SKOK,STOPAR,SUŠNIK,TAVČAR,TOMAŽIČ,TOMŠIČ,TOPLAK,TRATNIK,TRČEK,TURK,URŠIČ,VESEL,VIDIC,VIDMAR,VIDOVIČ,VODOPIVEC,VOLK,VOVK,ZADRAVEC,ZAJC,ZAKRAJŠEK,ZALAR,ZALOKAR,ZALOŽNIK,ZEMLJIČ,ZORKO,ZORMAN,ZUPAN,ZUPANC,ZUPANČIČ,ZVER,ČEH,ČERNE,ČUK,ŠINKOVEC,ŠMID,ŠTRUKELJ,ŠULIGOJ,ŠUŠTAR,ŠUŠTERŠIČ,ŽAGAR,ŽELEZNIK,ŽIBERT,ŽIŽEK,ŽNIDARŠIČ
Tržič,155.4,15329.0,0.0,5.0,0.0,3.0,0.0,0.0,12.0,0.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,1.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,11.0,7.0,0.0,4.0,1.0,2.0,2.0,4.0,2.0,1.0,0.0,0.0,4.0,2.0,19.0,0.0,1.0,2.0,0.0,8.0,0.0,5.0,1.0,2.0,26.0,19.0,1.0,0.0,1.0,1.0,2.0,0.0,15.0,0.0,4.0,1.0,1.0,5.0,0.0,10.0,0.0,0.0,0.0,5.0,2.0,19.0,0.0,1.0,17.0,8.0,0.0,0.0,5.0,1.0,1.0,0.0,13.0,0.0,6.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,1.0,0.0,3.0,3.0,156.0,0.0,2.0,1.0,0.0,3.0,5.0,7.0,0.0,5.0,5.0,7.0,11.0,4.0,0.0,8.0,0.0,56.0,1.0,1.0,3.0,1.0,0.0,9.0,1.0,0.0,1.0,18.0,11.0,1.0,36.0,0.0,0.0,0.0,2.0,7.0,36.0,14.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,12.0,4.0,2.0,1.0,1.0,2.0,1.0,8.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,60.0,5.0,10.0,1.0,0.0,0.0,3.0,1.0,5.0,19.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,7.0
Turnišče,23.8,3153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
Velenje,83.5,33226.0,0.0,4.0,0.0,1.0,4.0,2.0,16.0,15.0,7.0,0.0,14.0,0.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,11.0,1.0,2.0,6.0,2.0,4.0,0.0,2.0,7.0,4.0,3.0,8.0,12.0,8.0,8.0,0.0,3.0,1.0,10.0,0.0,17.0,7.0,26.0,0.0,0.0,11.0,0.0,1.0,1.0,4.0,1.0,0.0,2.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,21.0,1.0,10.0,34.0,10.0,13.0,5.0,31.0,30.0,10.0,1.0,1.0,7.0,47.0,17.0,2.0,1.0,5.0,0.0,6.0,2.0,9.0,11.0,13.0,16.0,0.0,1.0,2.0,1.0,55.0,2.0,10.0,1.0,0.0,4.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,0.0,1.0,7.0,2.0,0.0,2.0,9.0,2.0,31.0,6.0,1.0,2.0,0.0,1.0,18.0,3.0,7.0,10.0,0.0,2.0,6.0,15.0,6.0,0.0,19.0,3.0,1.0,21.0,3.0,33.0,2.0,4.0,9.0,13.0,1.0,0.0,2.0,1.0,4.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,2.0,2.0,0.0,0.0,7.0,5.0,0.0,11.0,7.0,4.0,26.0,6.0,2.0,0.0,7.0,1.0,6.0,1.0,4.0,18.0,7.0,1.0,6.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,1.0,4.0,1.0,2.0,3.0,1.0
Velika Polana,18.7,1483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
Velike Lašče,103.2,4584.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,5.0,0.0,15.0,1.0,1.0,1.0,18.0,5.0,1.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,6.0,0.0,12.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,3.0,1.0,3.0,0.0,0.0,18.0,0.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,35.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0
Veržej,12.0,1308.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Videm,80.2,5565.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,3.0,1.0,7.0,5.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,2.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,14.0,5.0,0.0,2.0,0.0,0.0,5.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,70.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Vipava,107.4,5282.0,14.0,1.0,14.0,0.0,0.0,0.0,28.0,0.0,0.0,1.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,27.0,0.0,0.0,1.0,1.0,12.0,15.0,0.0,0.0,7.0,0.0,3.0,8.0,21.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Vitanje,59.4,2288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,27.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vodice,31.4,4425.0,0.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,23.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,7.0,11.0,0.0,8.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,7.0,1.0,3.0,2.0,0.0,1.0,14.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,8.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,25.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,4.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,4.0,0.0,0.0,0.0,0.0
Vojnik,75.3,8287.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,3.0,2.0,22.0,1.0,1.0,22.0,17.0,6.0,0.0,3.0,5.0,15.0,4.0,6.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0,1.0,2.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,2.0,4.0,2.0,1.0,0.0,15.0,0.0,8.0,2.0,0.0,19.0,0.0,6.0,0.0,6.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
Vransko,53.3,2546.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Vrhnika,137.3,17684.0,1.0,5.0,1.0,1.0,3.0,0.0,9.0,0.0,1.0,11.0,7.0,0.0,1.0,2.0,0.0,2.0,3.0,4.0,2.0,14.0,16.0,1.0,4.0,0.0,9.0,3.0,9.0,2.0,1.0,1.0,4.0,8.0,4.0,1.0,1.0,6.0,2.0,7.0,1.0,6.0,5.0,5.0,4.0,2.0,3.0,1.0,1.0,0.0,5.0,2.0,2.0,0.0,4.0,35.0,0.0,3.0,0.0,1.0,8.0,1.0,26.0,0.0,2.0,9.0,1.0,1.0,1.0,31.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,16.0,3.0,2.0,21.0,11.0,2.0,15.0,0.0,5.0,7.0,1.0,0.0,2.0,3.0,17.0,3.0,0.0,5.0,0.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,6.0,2.0,2.0,15.0,0.0,5.0,1.0,1.0,3.0,1.0,11.0,3.0,3.0,9.0,0.0,1.0,5.0,10.0,1.0,69.0,39.0,2.0,5.0,2.0,8.0,2.0,20.0,3.0,5.0,4.0,0.0,3.0,6.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,7.0,0.0,2.0,3.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,12.0,2.0,2.0,48.0,17.0,0.0,4.0,3.0,18.0,2.0,0.0,2.0,2.0,2.0,1.0,8.0,12.0,1.0,1.0,1.0,1.0,0.0,6.0,2.0,12.0,1.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,6.0,7.0,10.0,14.0,1.0,0.0,14.0
Vuzenica,50.1,2748.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,7.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,6.0,0.0,6.0,7.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,16.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Zagorje ob Savi,147.1,17098.0,0.0,0.0,0.0,8.0,1.0,0.0,3.0,3.0,1.0,0.0,12.0,10.0,3.0,0.0,1.0,4.0,1.0,0.0,0.0,3.0,6.0,10.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,3.0,2.0,8.0,0.0,0.0,2.0,0.0,4.0,0.0,3.0,0.0,31.0,1.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,3.0,1.0,4.0,5.0,0.0,29.0,0.0,0.0,11.0,0.0,0.0,2.0,29.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0,5.0,4.0,0.0,23.0,7.0,0.0,26.0,9.0,0.0,1.0,2.0,2.0,15.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,19.0,1.0,18.0,2.0,2.0,3.0,1.0,2.0,3.0,0.0,3.0,0.0,2.0,13.0,0.0,1.0,0.0,8.0,0.0,7.0,1.0,2.0,0.0,3.0,1.0,0.0,23.0,1.0,2.0,2.0,15.0,2.0,8.0,0.0,0.0,2.0,0.0,1.0,9.0,7.0,0.0,0.0,3.0,14.0,0.0,3.0,0.0,3.0,3.0,2.0,5.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,10.0,0.0,5.0,0.0,2.0,3.0,0.0,2.0,2.0,0.0,5.0,8.0,1.0,0.0,0.0,5.0,1.0,9.0,4.0,0.0,0.0,2.0,0.0,8.0,0.0,26.0,2.0,18.0,1.0,2.0,2.0,2.0,5.0,4.0,0.0,1.0,8.0,0.0,2.0,11.0,14.0,0.0,0.0
