event-id,visible,timestamp,location-long,location-lat,behavioural-classification,comments,location-error-text,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
260309482,true,1994-04-24 14:45:00.000,14.1267700422,45.8450390996,"aa","","4","radio-transmitter","Ursus arctos","janko","janko","Brown bear Slovenia 1993-1999"
260309483,true,1994-06-11 20:00:00.000,14.182149314,45.425006151,"aa","","1","radio-transmitter","Ursus arctos","janko","janko","Brown bear Slovenia 1993-1999"
260309484,true,1994-06-17 13:00:00.000,14.0984514752,45.4648695842,"nm","","1","radio-transmitter","Ursus arctos","janko","janko","Brown bear Slovenia 1993-1999"
260309486,true,1998-03-18 03:28:00.000,14.3283729785,45.8891418685,"aa","capture","4","radio-transmitter","Ursus arctos","joze","joze","Brown bear Slovenia 1993-1999"
260309487,true,1998-03-19 14:45:00.000,14.3062713485,45.904980968,"aa","","4","radio-transmitter","Ursus arctos","joze","joze","Brown bear Slovenia 1993-1999"
260309488,true,1998-03-23 17:30:00.000,14.2891277524,45.8596614048,"ii","","3","radio-transmitter","Ursus arctos","joze","joze","Brown bear Slovenia 1993-1999"
260309489,true,1998-03-24 13:00:00.000,14.2824663778,45.876940673,"ii","","4","radio-transmitter","Ursus arctos","joze","joze","Brown bear Slovenia 1993-1999"
260309490,true,1998-03-25 14:55:00.000,14.2722672216,45.8687780925,"aa","maybe chased away by the observers","3","radio-transmitter","Ursus arctos","joze","joze","Brown bear Slovenia 1993-1999"
260309491,true,1998-03-26 13:40:00.000,14.2715468623,45.8746221167,"aa","1325: 44400/80275 after reducing the signal the observers heared a crack, lost s","3","radio-transmitter","Ursus arctos","joze","joze","Brown bear Slovenia 1993-1999"
260309492,true,1998-03-31 15:05:00.000,14.3434556432,45.839291313,"ii","","3","radio-transmitter","Ursus arctos","joze","joze","Brown bear Slovenia 1993-1999"
260309493,true,1998-04-01 14:40:00.000,14.3481567684,45.8501157159,"ii","walked around bear, but could not get own coordinates (--> homing in)","3","radio-transmitter","Ursus arctos","joze","joze","Brown bear Slovenia 1993-1999"
260309494,true,1998-04-02 15:00:00.000,14.3275187634,45.8531453812,"ii","crack close to the observers","3","radio-transmitter","Ursus arctos","joze","joze","Brown bear Slovenia 1993-1999"
260309495,true,1998-04-03 11:40:00.000,14.291375534,45.8601252611,"ii","","3","radio-transmitter","Ursus arctos","joze","joze","Brown bear Slovenia 1993-1999"
260309496,true,1998-04-04 15:05:00.000,14.2986163878,45.8475728849,"ii","","1","radio-transmitter","Ursus arctos","joze","joze","Brown bear Slovenia 1993-1999"
260309497,true,1998-04-05 16:00:00.000,14.3013497702,45.8606365766,"ii","","3","radio-transmitter","Ursus arctos","joze","joze","Brown bear Slovenia 1993-1999"
260309498,true,1998-04-06 19:00:00.000,14.3006974414,45.8613074274,"ii","almost same location as day before","3","radio-transmitter","Ursus arctos","joze","joze","Brown bear Slovenia 1993-1999"
260309499,true,1998-04-07 12:15:00.000,14.3013385006,45.861536296,"nm","1315-1600: same location. 2200: same location a1","3","radio-transmitter","Ursus arctos","joze","joze","Brown bear Slovenia 1993-1999"
260309500,true,1998-04-10 18:10:00.000,14.3105585355,45.8449461943,"ii","","3","radio-transmitter","Ursus arctos","joze","joze","Brown bear Slovenia 1993-1999"
260309501,true,1998-04-14 14:35:00.000,14.3439281302,45.8264719842,"nm","","3","radio-transmitter","Ursus arctos","joze","joze","Brown bear Slovenia 1993-1999"
260309502,true,1998-04-17 14:20:00.000,14.3378006669,45.8547800623,"nm","","3","radio-transmitter","Ursus arctos","joze","joze","Brown bear Slovenia 1993-1999"
260309503,true,1998-04-19 15:05:00.000,14.3322298389,45.8360769872,"ii","","3","radio-transmitter","Ursus arctos","joze","joze","Brown bear Slovenia 1993-1999"
260309504,true,1998-04-20 12:50:00.000,14.3139096987,45.8341688667,"nm","","3","radio-transmitter","Ursus arctos","joze","joze","Brown bear Slovenia 1993-1999"
260309505,true,1998-04-23 19:00:00.000,14.3241386834,45.8398535292,"nm","","2","radio-transmitter","Ursus arctos","joze","joze","Brown bear Slovenia 1993-1999"
260309506,true,1998-04-25 18:30:00.000,14.359240911,45.809912681,"ii","","3","radio-transmitter","Ursus arctos","joze","joze","Brown bear Slovenia 1993-1999"
260309507,true,1998-04-26 11:30:00.000,14.3683011655,45.8108629273,"ii","","3","radio-transmitter","Ursus arctos","joze","joze","Brown bear Slovenia 1993-1999"
260309508,true,1998-04-30 18:00:00.000,14.3639503761,45.8200616901,"aa","","3","radio-transmitter","Ursus arctos","joze","joze","Brown bear Slovenia 1993-1999"
260309509,true,1998-05-02 13:45:00.000,14.3679124951,45.8099609819,"ii","","3","radio-transmitter","Ursus arctos","joze","joze","Brown bear Slovenia 1993-1999"
260309511,true,1994-11-16 18:00:00.000,14.1336028196,45.8817575152,"aa","capture","4","radio-transmitter","Ursus arctos","jure","jure","Brown bear Slovenia 1993-1999"
260309512,true,1994-11-17 06:30:00.000,14.1336028196,45.8817575152,"ii","","3","radio-transmitter","Ursus arctos","jure","jure","Brown bear Slovenia 1993-1999"
260309513,true,1994-11-18 15:30:00.000,13.9747315472,45.9213826085,"aa","","3","radio-transmitter","Ursus arctos","jure","jure","Brown bear Slovenia 1993-1999"
260309514,true,1994-11-19 19:00:00.000,13.9475821576,45.9764720849,"aa","","1","radio-transmitter","Ursus arctos","jure","jure","Brown bear Slovenia 1993-1999"
260309515,true,1994-11-20 12:30:00.000,13.9504088366,45.9805470601,"aa","","2","radio-transmitter","Ursus arctos","jure","jure","Brown bear Slovenia 1993-1999"
260309516,true,1994-11-22 14:00:00.000,13.892843843,45.9710060928,"nm","","2","radio-transmitter","Ursus arctos","jure","jure","Brown bear Slovenia 1993-1999"
260309517,true,1994-11-23 09:15:00.000,13.8877147749,45.9693816773,"aa","","2","radio-transmitter","Ursus arctos","jure","jure","Brown bear Slovenia 1993-1999"
260309518,true,1994-11-24 11:00:00.000,13.8858247115,45.9671138269,"aa","","2","radio-transmitter","Ursus arctos","jure","jure","Brown bear Slovenia 1993-1999"
260309519,true,1994-11-25 13:00:00.000,13.8896229706,45.9707498972,"aa","","3","radio-transmitter","Ursus arctos","jure","jure","Brown bear Slovenia 1993-1999"
260309520,true,1994-11-26 15:50:00.000,13.8951150206,45.9703532445,"aa","","2","radio-transmitter","Ursus arctos","jure","jure","Brown bear Slovenia 1993-1999"
260309521,true,1994-11-30 14:30:00.000,13.8872408649,45.9608291971,"aa","","3","radio-transmitter","Ursus arctos","jure","jure","Brown bear Slovenia 1993-1999"
260309522,true,1994-12-02 13:20:00.000,13.8859734954,45.9596921282,"ii","","3","radio-transmitter","Ursus arctos","jure","jure","Brown bear Slovenia 1993-1999"
260309523,true,1994-12-07 12:30:00.000,13.9306286457,45.9688915568,"aa","","2","radio-transmitter","Ursus arctos","jure","jure","Brown bear Slovenia 1993-1999"
260309524,true,1995-01-12 10:40:00.000,13.9442432701,45.9654190551,"aa","bear very active","3","radio-transmitter","Ursus arctos","jure","jure","Brown bear Slovenia 1993-1999"
260309525,true,1995-01-18 11:30:00.000,13.9452022624,45.9658777986,"ii","","3","radio-transmitter","Ursus arctos","jure","jure","Brown bear Slovenia 1993-1999"
260309526,true,1995-01-26 11:30:00.000,13.9445615086,45.9656469386,"aa","","3","radio-transmitter","Ursus arctos","jure","jure","Brown bear Slovenia 1993-1999"
260309527,true,1995-02-03 09:50:00.000,13.9448797497,45.9658748212,"ii","","3","radio-transmitter","Ursus arctos","jure","jure","Brown bear Slovenia 1993-1999"
260309529,true,1998-04-07 10:00:00.000,14.4301191599,45.8620261936,"aa","capture","4","radio-transmitter","Ursus arctos","klemen","klemen","Brown bear Slovenia 1993-1999"
260309530,true,1998-04-09 12:40:00.000,14.453403257,45.8515674346,"aa","","3","radio-transmitter","Ursus arctos","klemen","klemen","Brown bear Slovenia 1993-1999"
260309531,true,1998-04-10 14:30:00.000,14.44598323,45.7883211685,"aa","","3","radio-transmitter","Ursus arctos","klemen","klemen","Brown bear Slovenia 1993-1999"
260309532,true,1998-04-15 18:00:00.000,14.5351575966,45.6204539516,"aa","am kartenrand, 1 cm rechts oberhalb vom A","2","radio-transmitter","Ursus arctos","klemen","klemen","Brown bear Slovenia 1993-1999"
260309533,true,1998-04-18 15:30:00.000,14.5065431,45.593339117,"aa","","3","radio-transmitter","Ursus arctos","klemen","klemen","Brown bear Slovenia 1993-1999"
260309534,true,1998-04-21 14:15:00.000,14.4809929439,45.584227591,"nm","","2","radio-transmitter","Ursus arctos","klemen","klemen","Brown bear Slovenia 1993-1999"
260309535,true,1998-05-07 12:50:00.000,14.5869659186,45.4627315639,"ii","","3","radio-transmitter","Ursus arctos","klemen","klemen","Brown bear Slovenia 1993-1999"
260309536,true,1998-05-09 17:30:00.000,14.4908579219,45.556152202,"aa","just two directions","1","radio-transmitter","Ursus arctos","klemen","klemen","Brown bear Slovenia 1993-1999"
260309537,true,1998-05-13 17:15:00.000,14.4076652347,45.5501271367,"nm","","1","radio-transmitter","Ursus arctos","klemen","klemen","Brown bear Slovenia 1993-1999"
260309538,true,1998-05-28 17:00:00.000,14.7121869464,45.481562602,"aa","very rough location","1","radio-transmitter","Ursus arctos","klemen","klemen","Brown bear Slovenia 1993-1999"
260309539,true,1998-06-05 16:00:00.000,14.9617765125,45.2569527543,"ii","","1","radio-transmitter","Ursus arctos","klemen","klemen","Brown bear Slovenia 1993-1999"
260309540,true,1998-08-02 08:30:00.000,15.0159226826,45.243459795,"ii","by plane,  klemen maybe crossed autobahn","1","radio-transmitter","Ursus arctos","klemen","klemen","Brown bear Slovenia 1993-1999"
260309541,true,1998-08-05 14:15:00.000,15.022274443,45.1991392682,"ii","","2","radio-transmitter","Ursus arctos","klemen","klemen","Brown bear Slovenia 1993-1999"
260309542,true,1998-08-11 16:00:00.000,15.0222728632,45.195089757,"ii","","3","radio-transmitter","Ursus arctos","klemen","klemen","Brown bear Slovenia 1993-1999"
260309543,true,1998-08-23 12:00:00.000,14.9363243652,45.2299448773,"aa","","1","radio-transmitter","Ursus arctos","klemen","klemen","Brown bear Slovenia 1993-1999"
260309544,true,1998-09-12 19:45:00.000,14.8738392148,45.2674630757,"aa","","3","radio-transmitter","Ursus arctos","klemen","klemen","Brown bear Slovenia 1993-1999"
260309545,true,1998-09-22 14:00:00.000,15.0152648235,45.1651694292,"aa","","2","radio-transmitter","Ursus arctos","klemen","klemen","Brown bear Slovenia 1993-1999"
260309546,true,1998-09-29 15:05:00.000,15.0238494087,45.1606684749,"aa","","2","radio-transmitter","Ursus arctos","klemen","klemen","Brown bear Slovenia 1993-1999"
260309547,true,1998-10-09 14:30:00.000,14.9019047298,45.2501679061,"ii","43","2","radio-transmitter","Ursus arctos","klemen","klemen","Brown bear Slovenia 1993-1999"
260309549,true,1996-10-18 18:30:00.000,14.302841358,45.8700934569,"aa","","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309550,true,1996-10-20 11:20:00.000,14.2944927597,45.893661574,"aa","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309551,true,1996-10-21 08:45:00.000,14.292887846,45.8932017621,"aa","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309552,true,1996-10-22 17:30:00.000,14.2897687445,45.8598903379,"nm","","2","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309553,true,1996-10-23 09:00:00.000,14.3194659622,45.8535475985,"aa","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309554,true,1996-10-24 09:40:00.000,14.3239861187,45.8524496936,"ii","","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309555,true,1996-10-25 15:30:00.000,14.3463787375,45.8645021772,"aa","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309556,true,1996-10-26 09:30:00.000,14.3168494918,45.8569061945,"aa","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309557,true,1996-10-27 10:00:00.000,14.290446937,45.8571951851,"aa","crossed road in front of car, ran when she saw me","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309558,true,1996-10-28 11:15:00.000,14.2914945891,45.8760972231,"ia","direct observation at bees around 19:30, was not very shy","2","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309559,true,1996-10-29 11:45:00.000,14.2826458091,45.8629951009,"ia","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309560,true,1996-10-30 09:45:00.000,14.2852271493,45.8625613835,"ii","beehive showes additional damage","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309561,true,1996-10-31 14:00:00.000,14.2891334854,45.8592115461,"ii","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309562,true,1996-11-01 11:15:00.000,14.2799627879,45.8713012594,"ii","scat contained 90% corn - where from, bed right next to road","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309563,true,1996-11-02 13:00:00.000,14.2884408561,45.8630313355,"nm","in the morning Felix saw her next to beehive","2","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309564,true,1996-11-03 06:50:00.000,14.2851464249,45.8688593921,"aa","","2","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309565,true,1996-11-04 06:35:00.000,14.2832723597,45.8643487147,"aa","walked through forest did not see Felix","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309566,true,1996-11-07 15:45:00.000,14.3150063842,45.8496968448,"aa","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309567,true,1996-11-10 13:30:00.000,14.2884695506,45.8607820436,"aa","at mightnight direct observation next to bees","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309568,true,1996-11-12 09:40:00.000,14.2825995169,45.8665939616,"ii","scat next to bed contained 80% beehive remains, some green stuff","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309569,true,1996-11-13 20:56:00.000,14.2901336098,45.8565183972,"aa","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309570,true,1996-11-14 09:20:00.000,14.2745210782,45.8687924247,"ii","","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309571,true,1996-11-16 12:30:00.000,14.280690922,45.8647823873,"ii","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309572,true,1996-11-24 12:45:00.000,14.2721086573,45.8809241978,"nm","tracks at 43.325/83.000","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309573,true,1997-02-27 09:00:00.000,14.2767446858,45.9207689998,"nm","left winterden","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309574,true,1997-03-08 10:30:00.000,14.2753031185,45.9077130543,"aa","posibly at the feeding station. tracks of a small bear one day later","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309575,true,1997-03-09 10:20:00.000,14.2961640439,45.914366858,"ii","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309576,true,1997-03-15 14:15:00.000,14.2782117078,45.9070566275,"aa","","2","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309577,true,1997-03-17 16:30:00.000,14.3042688599,45.8847236757,"nm","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309578,true,1997-03-18 17:20:00.000,14.3076216301,45.9000403576,"aa","bear at herkules, dog bark bear runs in forest","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309579,true,1997-03-19 08:20:00.000,14.3113155763,45.8879156082,"aa","","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309580,true,1997-03-21 12:00:00.000,14.2749809138,45.9077110104,"nm","bear at the feeding place. run avay vhen he see us","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309581,true,1997-03-22 15:40:00.000,14.293229578,45.9170480854,"ii","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309582,true,1997-03-23 08:45:00.000,14.2844433529,45.8985478919,"ii","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309583,true,1997-03-24 11:05:00.000,14.2762024885,45.912892494,"aa","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309584,true,1997-03-27 12:44:00.000,14.2744507897,45.8989347725,"aa","","2","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309585,true,1997-03-29 16:30:00.000,14.2794714092,45.9093140302,"aa","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309586,true,1997-04-05 16:00:00.000,14.2987165021,45.9164070556,"aa","","2","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309587,true,1997-04-06 09:45:00.000,14.2895719758,45.9006044028,"aa","at feeding site","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309588,true,1997-04-07 17:40:00.000,14.2947859508,45.8704939186,"aa","","2","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309589,true,1997-04-10 12:25:00.000,14.3132392114,45.8625082304,"ii","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309590,true,1997-04-11 09:00:00.000,14.2829475132,45.8645716236,"ii","together with small bear (dull brown)","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309591,true,1997-04-12 09:00:00.000,14.2856815945,45.8522166524,"aa","come out of plantation on forest road 40m away she see me and slowlywent away","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309592,true,1997-04-14 15:25:00.000,14.2717941647,45.9049914025,"aa","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309593,true,1997-04-15 08:30:00.000,14.3136540296,45.9072750024,"aa","activity monitoring from 1030","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309594,true,1997-04-16 09:00:00.000,14.3119012482,45.918736658,"aa","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309595,true,1997-04-18 12:35:00.000,14.2744479087,45.8744156277,"aa","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309596,true,1997-04-20 12:00:00.000,14.3349223794,45.8801823314,"aa","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309597,true,1997-04-22 12:30:00.000,14.317628119,45.8722072373,"aa","dug up some old bones of red deer, together with smaller uncollared bear.","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309598,true,1997-04-23 13:12:00.000,14.2758680496,45.8890461461,"aa","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309599,true,1997-04-24 08:00:00.000,14.3018500442,45.8721119246,"aa","mooved from zaluzica to colnisce towards highway","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309600,true,1997-04-27 13:45:00.000,14.2831323596,45.9253081441,"ii","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309601,true,1997-04-28 16:00:00.000,14.2758826641,45.8879215085,"ii","","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309602,true,1997-05-01 10:00:00.000,14.3159849938,45.8748967719,"aa","moving through forest, did not see us, was alone.","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309603,true,1997-05-02 12:30:00.000,14.3122872403,45.8613777698,"ii","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309604,true,1997-05-03 08:00:00.000,14.3326464894,45.8819686322,"aa","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309605,true,1997-05-04 12:50:00.000,14.2883662344,45.8688794902,"ii","am","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309606,true,1997-05-05 18:10:00.000,14.3020087105,45.8851597844,"aa","","2","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309607,true,1997-05-07 09:50:00.000,14.2796727567,45.8688250171,"aa","am","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309608,true,1997-05-10 12:45:00.000,14.2837255862,45.8791980377,"aa","mooved to laska kukava from america registration device at44575/81875","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309609,true,1997-05-11 17:55:00.000,14.2757418013,45.873973943,"ii","","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309610,true,1997-05-12 12:45:00.000,14.3062880906,45.8777626175,"aa","","1","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309611,true,1997-05-13 19:15:00.000,14.3081002369,45.8874462923,"aa","","2","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309612,true,1997-05-14 15:20:00.000,14.2752092279,45.8901666992,"aa","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309613,true,1997-05-15 14:00:00.000,14.2752092279,45.8901666992,"ii","same position as yesterday..registration device still there.","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309614,true,1997-05-16 00:00:00.000,14.2929791787,45.8860040561,"aa","monitoring with two cars.","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309615,true,1997-05-17 13:10:00.000,14.2813030835,45.8922297029,"ii","","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309616,true,1997-05-18 11:25:00.000,14.306593337,45.8791141485,"aa","","2","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309617,true,1997-05-19 15:00:00.000,14.273127602,45.8768816485,"aa","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309618,true,1997-05-20 14:10:00.000,14.2876648774,45.8985680198,"aa","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309619,true,1997-05-21 14:00:00.000,14.2844591825,45.9223921795,"aa","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309620,true,1997-05-26 17:30:00.000,14.2884819239,45.9102702712,"nm","","1","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309621,true,1997-05-27 09:15:00.000,14.284333534,45.9070951321,"ii","","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309622,true,1997-05-28 17:30:00.000,14.2998275352,45.9049416663,"aa","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309623,true,1997-05-29 10:30:00.000,14.2948006493,45.8947882035,"ii","","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309624,true,1997-05-30 12:10:00.000,14.2887002635,45.8931757719,"ii","u10 on both sides of small dolline searched for bed not sure we find","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309625,true,1997-06-01 11:00:00.000,14.2937572656,45.9008552922,"ii","signs of bear activity all along trail","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309626,true,1997-06-02 21:00:00.000,14.2833688445,45.881895157,"aa","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309627,true,1997-06-03 16:05:00.000,14.3070835339,45.8863154013,"ii","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309628,true,1997-06-04 09:30:00.000,14.2924943137,45.8988229693,"aa","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309629,true,1997-06-05 13:30:00.000,14.2818107322,45.8778363399,"nm","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309630,true,1997-06-05 17:00:00.000,14.293218528,45.8925289704,"aa","","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309631,true,1997-06-06 17:25:00.000,14.2818020385,45.8785111245,"ii","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309632,true,1997-06-07 09:30:00.000,14.2863595009,45.8747155884,"aa","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309633,true,1997-06-08 15:00:00.000,14.2725862668,45.8690050708,"ii","maja was nearly on same spot yesterday.  Registration device on """"scc"""".","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309634,true,1997-06-09 17:00:00.000,14.276113457,45.8701522045,"aa","tracks and digging on the meadow nearby","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309635,true,1997-06-10 09:00:00.000,14.280690922,45.8647823873,"aa","am","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309636,true,1997-06-11 14:55:00.000,14.3052677283,45.9337678047,"ii","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309637,true,1997-06-12 12:30:00.000,14.2681613703,45.8871974792,"aa","","2","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309638,true,1997-06-13 12:30:00.000,14.2950595978,45.8743197,"aa","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309639,true,1997-06-15 19:15:00.000,14.3052817713,45.9326431687,"aa","registration device at 46.325 89.025","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309640,true,1997-06-17 10:30:00.000,14.2991354846,45.8831176818,"aa","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309641,true,1997-06-19 10:45:00.000,14.285181755,45.9163231914,"ii","she jumpet away from the car then stayed and continued with pulling roots","4","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309642,true,1997-06-20 16:45:00.000,14.3134321466,45.9252692619,"aa","activity monitoring on at 1800","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309643,true,1997-06-21 12:40:00.000,14.2870495514,45.8711207499,"nm","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
260309644,true,1997-06-23 10:30:00.000,14.274529857,45.86811764,"ii","","3","radio-transmitter","Ursus arctos","lucia","lucia","Brown bear Slovenia 1993-1999"
